Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU44,OUT013,2644.477842708335
FDH28,OUT010,92.67548155339806
FDV28,OUT019,92.67548155339806
FDM22,OUT045,935.0323883040938
FDR56,OUT046,3130.004904950496
FDV39,OUT049,2752.9709346534664
FDU37,OUT019,165.91858165137612
FDQ11,OUT010,584.7577647727275
FDX02,OUT045,4340.218358415842
NCS42,OUT018,1202.6567333333335
FDY57,OUT027,2517.882088484848
FDB21,OUT049,3454.06255915493
FDE28,OUT017,3737.2957751824806
FDQ55,OUT017,1922.149381714286
FDA48,OUT049,3454.06255915493
FDZ19,OUT045,2778.5893175257743
NCC43,OUT045,4034.300306896552
NCV18,OUT046,1458.4550080536917
NCA42,OUT018,2232.84702184874
FDY45,OUT046,4433.304032653064
NCC30,OUT045,2778.5893175257743
FDM57,OUT013,1458.4550080536917
FDL09,OUT010,425.9355914529916
FDB09,OUT027,3242.0620715328487
FDT44,OUT035,2142.7435709401702
NCT06,OUT027,4117.31771263158
FDX26,OUT049,3384.108064242422
FDK32,OUT013,3053.099877777778
DRA12,OUT046,2309.2007980000003
FDO46,OUT010,482.69954262295073
FDE52,OUT013,1435.912134375
NCH42,OUT045,3643.519725984251
FDV08,OUT035,677.1027476190474
FDB47,OUT018,3327.9525829268287
FDC28,OUT010,281.4820818181818
FDD22,OUT046,1922.149381714286
FDS07,OUT027,3242.0620715328487
DRI13,OUT045,3945.432567213115
FDG32,OUT018,3327.9525829268287
FDU14,OUT017,4433.304032653064
FDD28,OUT019,165.91858165137612
NCP41,OUT017,1682.212238235295
FDS08,OUT049,2778.5893175257743
FDX47,OUT045,2286.413267368421
FDC53,OUT019,219.21852093023253
FDQ19,OUT035,3945.432567213115
FDL14,OUT045,2286.413267368421
FDM33,OUT019,584.7577647727275
FDA51,OUT045,1827.8328454545451
FDZ27,OUT018,713.8586545454551
FDT04,OUT046,677.1027476190474
DRC13,OUT049,2243.6695967213113
FDR16,OUT027,5329.314724444443
FDQ03,OUT027,6280.890880000001
FDE38,OUT035,2286.413267368421
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,482.69954262295073
FDD09,OUT035,2552.0052351851864
FDR40,OUT045,1435.912134375
FDX07,OUT017,3384.108064242422
FDR07,OUT035,1573.070625806452
FDA51,OUT017,1922.149381714286
FDT59,OUT019,584.7577647727275
FDF20,OUT017,3130.004904950496
FDR13,OUT045,1827.8328454545451
FDY26,OUT049,3945.432567213115
FDW04,OUT017,1987.251048648648
FDK52,OUT017,3737.2957751824806
FDN60,OUT049,2644.477842708335
FDM09,OUT019,425.9355914529916
FDP46,OUT049,1202.6567333333335
FDB50,OUT019,165.91858165137612
NCQ29,OUT049,4034.300306896552
FDP16,OUT027,6280.890880000001
FDX33,OUT018,2232.84702184874
FDP07,OUT010,482.69954262295073
FDN22,OUT046,4034.300306896552
FDF39,OUT049,4034.300306896552
FDS21,OUT017,935.0323883040938
NCM42,OUT013,1682.212238235295
FDK50,OUT019,425.9355914529916
DRF13,OUT027,4117.31771263158
FDH35,OUT018,2232.84702184874
FDP60,OUT018,1372.6884907407411
DRJ49,OUT027,3242.0620715328487
NCT42,OUT019,346.8972837209302
FDE38,OUT049,2286.413267368421
FDI04,OUT049,3130.004904950496
NCH54,OUT045,2644.477842708335
FDT56,OUT049,796.6402682539682
DRD15,OUT018,3327.9525829268287
FDV58,OUT013,2893.8398258992806
FDP21,OUT049,3391.5912527272735
FDH05,OUT013,3454.06255915493
FDR10,OUT027,4117.31771263158
NCP06,OUT045,2453.7477006993
FDF33,OUT049,1649.299786
DRK37,OUT013,2893.8398258992806
DRH49,OUT045,1284.7897668711653
FDT58,OUT013,2286.413267368421
FDD41,OUT018,1372.6884907407411
FDP40,OUT018,1372.6884907407411
FDM51,OUT027,2517.882088484848
FDO45,OUT010,219.21852093023253
FDW33,OUT010,219.21852093023253
FDY24,OUT045,935.0323883040938
FDB10,OUT010,584.7577647727275
FDM40,OUT035,2309.2007980000003
NCI06,OUT017,3384.108064242422
FDW12,OUT019,346.8972837209302
FDX48,OUT027,4117.31771263158
NCW05,OUT027,2517.882088484848
FDX27,OUT017,1461.8437959999999
DRM37,OUT045,3130.004904950496
FDA38,OUT045,3643.519725984251
FDR36,OUT046,677.1027476190474
FDZ45,OUT046,3130.004904950496
FDG05,OUT017,2286.413267368421
FDK28,OUT013,4433.304032653064
FDV47,OUT045,1284.7897668711653
FDN21,OUT045,2453.7477006993
FDP20,OUT027,3242.0620715328487
FDI35,OUT045,3384.108064242422
DRY23,OUT013,507.04640366972495
FDA56,OUT017,2243.6695967213113
FDB09,OUT013,1987.251048648648
NCO26,OUT027,3242.0620715328487
FDQ49,OUT018,2232.84702184874
FDI52,OUT027,3242.0620715328487
FDZ44,OUT027,3242.0620715328487
FDZ09,OUT018,2232.84702184874
FDY03,OUT049,1922.149381714286
NCG42,OUT017,1987.251048648648
DRI13,OUT027,5329.314724444443
FDQ32,OUT013,1987.251048648648
FDW16,OUT035,1458.4550080536917
FDU27,OUT046,798.2176035398228
FDR28,OUT010,425.9355914529916
FDQ49,OUT010,346.8972837209302
FDS37,OUT046,1922.149381714286
FDW26,OUT018,3327.9525829268287
FDX12,OUT018,3327.9525829268287
NCP06,OUT013,2453.7477006993
FDW45,OUT010,346.8972837209302
NCN30,OUT049,1682.212238235295
FDN24,OUT049,796.6402682539682
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,281.4820818181818
FDD09,OUT010,425.9355914529916
FDS33,OUT010,219.21852093023253
FDU22,OUT045,1827.8328454545451
FDI53,OUT013,2503.501336448598
DRH01,OUT049,2778.5893175257743
FDX32,OUT013,2309.2007980000003
NCP30,OUT018,507.04640366972495
FDB60,OUT045,3391.5912527272735
FDB14,OUT049,1202.6567333333335
NCP02,OUT035,935.0323883040938
FDJ10,OUT017,2309.2007980000003
FDG34,OUT046,1682.212238235295
NCB18,OUT017,1458.4550080536917
FDM16,OUT049,1103.186213333333
FDW25,OUT018,1202.6567333333335
FDB35,OUT010,219.21852093023253
DRN11,OUT013,2309.2007980000003
FDF41,OUT019,584.7577647727275
FDH16,OUT045,1435.912134375
NCQ50,OUT018,3327.9525829268287
DRH23,OUT018,796.6402682539682
DRJ37,OUT013,2286.413267368421
DRJ24,OUT027,5329.314724444443
FDY16,OUT035,3384.108064242422
FDQ27,OUT045,1879.2570116129027
FDZ33,OUT045,2503.501336448598
FDF29,OUT045,1827.8328454545451
FDA08,OUT049,2286.413267368421
FDG31,OUT046,1103.186213333333
FDE34,OUT019,482.69954262295073
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4034.300306896552
DRZ24,OUT018,1752.252440000001
NCL54,OUT035,2552.0052351851864
FDR12,OUT049,2778.5893175257743
NCC54,OUT046,3454.06255915493
DRN59,OUT013,798.2176035398228
FDX50,OUT019,281.4820818181818
FDV31,OUT027,5329.314724444443
NCA29,OUT027,4117.31771263158
FDW60,OUT049,3259.5620849056613
FDX08,OUT017,3384.108064242422
DRD49,OUT013,3454.06255915493
FDD33,OUT046,3454.06255915493
FDW35,OUT013,507.04640366972495
FDJ36,OUT017,1879.2570116129027
FDV51,OUT035,2644.477842708335
FDW36,OUT046,1649.299786
FDH35,OUT046,2453.7477006993
NCS30,OUT027,3242.0620715328487
FDN49,OUT017,677.1027476190474
FDL08,OUT018,3327.9525829268287
FDI09,OUT013,3454.06255915493
FDP19,OUT018,1752.252440000001
FDU21,OUT010,92.67548155339806
NCP41,OUT045,1682.212238235295
FDY10,OUT013,1922.149381714286
FDP12,OUT018,507.04640366972495
NCN26,OUT049,1922.149381714286
FDK44,OUT013,3259.5620849056613
FDC28,OUT049,1461.8437959999999
FDJ41,OUT027,6280.890880000001
NCT29,OUT035,1987.251048648648
NCH42,OUT019,584.7577647727275
FDU60,OUT018,2232.84702184874
FDS02,OUT045,3391.5912527272735
FDC51,OUT046,2243.6695967213113
FDU03,OUT013,3384.108064242422
FDX39,OUT045,4340.218358415842
NCY05,OUT010,92.67548155339806
NCL06,OUT027,6280.890880000001
FDD32,OUT035,1284.7897668711653
NCN41,OUT045,1827.8328454545451
NCX53,OUT049,2309.2007980000003
FDU57,OUT019,346.8972837209302
FDQ23,OUT046,1573.070625806452
FDQ52,OUT045,4433.304032653064
FDC14,OUT045,677.1027476190474
FDY09,OUT035,2778.5893175257743
FDQ28,OUT045,2644.477842708335
FDV25,OUT046,4340.218358415842
FDJ07,OUT035,1922.149381714286
DRB25,OUT049,1573.070625806452
FDK52,OUT019,584.7577647727275
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3391.5912527272735
FDT36,OUT035,583.8145788617885
FDV25,OUT017,4340.218358415842
NCN07,OUT027,3242.0620715328487
FDC57,OUT017,2939.348476190477
FDQ03,OUT018,3327.9525829268287
FDU23,OUT017,3053.099877777778
NCX41,OUT035,3945.432567213115
NCD06,OUT035,798.2176035398228
FDW08,OUT045,1461.8437959999999
NCU29,OUT017,2649.110232432434
NCE06,OUT013,2503.501336448598
FDV52,OUT010,281.4820818181818
FDB02,OUT017,3259.5620849056613
NCR18,OUT045,677.1027476190474
FDK16,OUT049,1573.070625806452
NCQ29,OUT010,584.7577647727275
FDZ01,OUT019,219.21852093023253
FDW27,OUT035,2503.501336448598
FDD17,OUT018,3327.9525829268287
FDW39,OUT013,2552.0052351851864
DRH59,OUT045,1103.186213333333
FDS52,OUT013,1573.070625806452
FDU40,OUT027,5329.314724444443
NCF54,OUT013,2778.5893175257743
FDH46,OUT045,1682.212238235295
NCP14,OUT049,1879.2570116129027
FDH50,OUT049,3384.108064242422
DRF15,OUT010,346.8972837209302
FDV27,OUT027,2517.882088484848
NCJ06,OUT049,2243.6695967213113
FDN02,OUT018,3327.9525829268287
FDQ51,OUT049,798.2176035398228
FDQ07,OUT017,3737.2957751824806
FDS45,OUT049,1682.212238235295
NCJ06,OUT045,1827.8328454545451
FDD36,OUT035,1922.149381714286
FDY25,OUT045,3384.108064242422
FDU52,OUT046,2286.413267368421
DRK47,OUT017,3737.2957751824806
NCL30,OUT017,1987.251048648648
FDN22,OUT035,4034.300306896552
NCF30,OUT027,3242.0620715328487
FDK03,OUT035,4034.300306896552
FDT45,OUT017,935.0323883040938
NCC54,OUT027,6280.890880000001
FDP08,OUT018,2893.8398258992806
FDU44,OUT046,2644.477842708335
DRG39,OUT035,935.0323883040938
FDU32,OUT049,2243.6695967213113
FDY27,OUT049,3259.5620849056613
NCP54,OUT013,2243.6695967213113
NCZ41,OUT049,1987.251048648648
DRL49,OUT013,2309.2007980000003
