Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR45,OUT013,3851.0
NCN07,OUT017,2153.875
FDM51,OUT019,-181.625
FDT52,OUT027,5364.0
FDL26,OUT046,2461.5
NCZ42,OUT046,3761.5
DRI47,OUT019,413.375
FDW40,OUT013,2319.5
FDN34,OUT046,2742.0
FDS01,OUT035,2987.0
NCG55,OUT045,1786.875
FDC11,OUT035,1546.5
FDX35,OUT018,3345.0
NCB06,OUT046,2516.0
FDR09,OUT019,2186.875
FDC53,OUT017,1675.125
FDY45,OUT013,4072.5
FDA22,OUT010,765.375
FDE02,OUT035,1670.0
FDW21,OUT045,1627.125
FDV34,OUT046,1255.5
FDS59,OUT049,1896.375
NCW17,OUT017,2127.375
NCK54,OUT046,1922.0
FDG17,OUT019,2009.875
FDG35,OUT017,2912.625
FDD08,OUT010,-1269.125
NCO07,OUT017,3425.375
FDJ10,OUT010,362.875
FDW36,OUT017,1778.125
FDW21,OUT010,-265.125
FDY19,OUT017,2000.125
DRE03,OUT013,809.5
NCC55,OUT049,735.375
FDH52,OUT010,-817.125
FDO09,OUT017,4313.125
FDU43,OUT045,3764.625
FDX09,OUT010,853.875
FDH40,OUT019,-520.125
FDW58,OUT017,1803.625
FDC47,OUT017,3677.125
NCR41,OUT035,1664.25
DRG49,OUT035,3983.5
FDC52,OUT027,3939.5
FDY13,OUT046,1222.5
FDY35,OUT013,822.0
FDI35,OUT017,2996.625
NCU18,OUT049,2322.375
FDY33,OUT018,2290.5
FDC15,OUT027,3931.5
FDU01,OUT049,3116.875
NCU42,OUT046,2678.0
NCV29,OUT018,2526.5
NCY30,OUT017,2981.875
FDQ46,OUT049,1895.375
FDG58,OUT027,3946.0
FDK33,OUT017,3484.125
NCD07,OUT045,1788.875
NCX29,OUT027,3713.25
NCT42,OUT013,2373.0
DRN59,OUT035,910.5
FDI44,OUT035,1425.5
FDA45,OUT049,2922.375
FDP31,OUT045,1035.625
FDY01,OUT046,1871.5
FDT09,OUT018,1905.0
DRH03,OUT027,2975.5
FDA36,OUT018,2698.0
NCF31,OUT017,2517.375
FDG14,OUT049,2559.875
FDG28,OUT027,5388.0
FDU14,OUT049,4061.375
FDY47,OUT019,247.375
FDI56,OUT049,1549.875
DRD01,OUT013,990.0
FDM22,OUT046,962.0
FDH33,OUT013,737.5
DRZ24,OUT013,1926.0
NCQ38,OUT046,1673.0
FDO16,OUT027,2825.5
FDU07,OUT027,3829.0
NCB07,OUT013,3079.5
FDU48,OUT045,2040.125
NCM43,OUT045,2531.875
FDR31,OUT010,426.875
DRK49,OUT018,416.0
NCI30,OUT010,1910.875
DRD60,OUT017,2963.625
NCG19,OUT046,3672.5
FDH12,OUT035,1824.0
FDM32,OUT035,1650.0
FDM27,OUT035,2656.5
NCU53,OUT027,4067.25
NCQ18,OUT046,1551.5
FDS10,OUT013,2888.0
FDB33,OUT027,3962.5
FDI12,OUT013,1463.0
NCW42,OUT013,3505.0
NCC06,OUT018,1756.5
FDW02,OUT017,2173.625
NCD43,OUT017,1764.375
FDM57,OUT018,1112.0
FDA58,OUT017,3850.625
FDK56,OUT046,2937.0
FDP52,OUT045,3633.125
FDW20,OUT018,1727.0
FDS52,OUT049,1725.875
NCT29,OUT018,1614.0
NCL54,OUT013,2830.0
FDC05,OUT045,3106.625
FDF34,OUT035,3316.0
FDP03,OUT027,3489.5
FDD32,OUT010,-511.625
FDZ10,OUT045,1979.625
FDZ40,OUT035,1042.5
FDD51,OUT018,465.0
NCY30,OUT019,934.875
FDP58,OUT017,3540.125
FDV49,OUT017,4278.625
FDY24,OUT019,-995.625
NCO55,OUT017,1785.375
FDR13,OUT017,2020.625
FDS51,OUT017,1135.625
FDP26,OUT045,1616.125
NCB54,OUT027,3490.25
FDF32,OUT017,3242.625
FDN31,OUT018,2721.5
DRM48,OUT017,689.625
FDN20,OUT049,2800.875
DRL01,OUT046,3709.5
FDV56,OUT049,1877.875
DRH13,OUT027,3173.0
FDA03,OUT017,2479.625
FDF47,OUT027,4987.5
FDX32,OUT046,2376.5
FDX57,OUT049,1710.875
NCA30,OUT045,2914.875
FDO49,OUT013,911.5
FDL04,OUT019,-228.125
DRM48,OUT035,749.5
FDR16,OUT013,3431.5
NCC19,OUT018,2746.5
NCE42,OUT045,3640.875
FDY24,OUT017,1050.125
FDH19,OUT049,2890.875
FDJ46,OUT013,2804.5
FDN45,OUT010,1611.375
FDY08,OUT035,2391.5
FDZ37,OUT035,1616.0
NCT30,OUT045,685.875
DRY23,OUT018,447.0
NCZ30,OUT018,1655.5
FDC44,OUT018,1527.5
FDB45,OUT035,1836.0
FDY04,OUT013,2673.5
FDM27,OUT046,2555.0
FDZ43,OUT017,3961.625
FDT39,OUT019,559.375
NCC06,OUT019,105.375
FDL15,OUT027,3896.0
FDL57,OUT017,4207.125
FDU08,OUT046,1604.0
FDK40,OUT017,4303.625
FDQ12,OUT010,1706.375
FDS48,OUT017,2528.125
FDP09,OUT045,3289.125
FDW21,OUT049,1766.375
FDY25,OUT035,3039.5
DRE13,OUT017,1474.625
FDV43,OUT019,-1185.625
FDD22,OUT045,1717.125
FDM46,OUT019,-447.125
NCO30,OUT010,1007.875
FDM25,OUT046,2805.0
NCN41,OUT049,2034.375
FDU24,OUT045,1481.625
FDZ50,OUT046,2956.0
FDP45,OUT013,4049.5
NCM54,OUT045,1924.875
FDW10,OUT019,898.375
FDP20,OUT017,2157.625
FDK32,OUT046,2460.0
FDN52,OUT049,1546.875
FDM58,OUT045,1764.625
FDZ46,OUT027,3235.0
NCA18,OUT018,1575.5
FDD35,OUT046,1975.5
NCK31,OUT035,943.25
FDI40,OUT027,3100.0
FDT50,OUT019,-293.125
NCT06,OUT046,2602.0
FDT31,OUT035,3130.0
FDT45,OUT049,989.875
FDT13,OUT045,2915.625
FDO50,OUT045,1416.625
NCU18,OUT010,295.375
NCR54,OUT049,3160.875
NCO18,OUT018,2529.5
FDU09,OUT045,905.125
FDT13,OUT018,2716.0
FDE09,OUT046,1813.0
NCK53,OUT019,-286.625
FDG45,OUT049,3470.875
DRH15,OUT035,878.0
FDO21,OUT019,1706.375
FDD14,OUT027,4345.0
FDC09,OUT046,1705.0
FDH45,OUT027,2214.0
FDV32,OUT046,1060.5
FDG12,OUT035,2135.5
FDS32,OUT013,2321.0
NCL55,OUT018,3676.5
DRE01,OUT035,3946.0
DRE15,OUT049,1354.375
NCL42,OUT045,3810.875
FDP31,OUT013,1108.5
FDN33,OUT018,1271.0
FDZ59,OUT046,2650.0
FDE45,OUT010,924.875
FDJ07,OUT013,1948.5
FDQ45,OUT018,2722.5
FDM33,OUT027,4919.0
FDO15,OUT010,-626.125
FDM46,OUT013,1499.5
FDR03,OUT045,3259.125
FDY49,OUT018,2425.0
FDQ60,OUT045,1867.625
FDW10,OUT049,2898.875
FDO51,OUT049,904.875
FDJ40,OUT018,1525.5
FDS20,OUT018,2623.5
FDU45,OUT013,1882.0
FDV02,OUT035,2840.5
FDN09,OUT046,3839.0
NCM55,OUT027,4381.25
FDN23,OUT018,2077.0
FDY31,OUT010,396.875
FDW03,OUT010,-152.625
FDD14,OUT046,2880.0
FDV23,OUT017,2111.125
DRI03,OUT045,2721.125
FDN13,OUT035,1723.5
FDF45,OUT027,2498.0
FDU46,OUT035,1615.0
FDB57,OUT049,3667.375
FDV12,OUT049,1753.375
FDQ58,OUT013,2475.5
NCA18,OUT017,1933.875
FDH52,OUT049,1160.875
FDM24,OUT018,2164.5
NCP43,OUT027,4302.25
NCO18,OUT019,880.375
FDM32,OUT017,1601.625
NCL07,OUT017,733.375
FDK03,OUT013,4067.5
FDP59,OUT017,1790.125
FDQ24,OUT049,4057.875
FDQ16,OUT018,1490.5
FDU44,OUT013,2630.5
FDH28,OUT010,-1231.625
FDV28,OUT019,-1266.625
FDM22,OUT045,875.625
FDR56,OUT046,3140.5
FDV39,OUT049,3244.375
FDU37,OUT019,-551.625
FDQ11,OUT010,2139.375
FDX02,OUT045,3471.625
NCS42,OUT018,1190.0
FDY57,OUT027,3015.5
FDB21,OUT049,3905.375
FDE28,OUT017,3772.125
FDQ55,OUT017,1981.125
FDA48,OUT049,3610.875
FDZ19,OUT045,2692.625
NCC43,OUT045,3884.875
NCV18,OUT046,1289.5
NCA42,OUT018,2252.0
FDY45,OUT046,4070.0
NCC30,OUT045,2747.375
FDM57,OUT013,1455.5
FDL09,OUT010,744.375
FDB09,OUT027,3445.0
FDT44,OUT035,2044.0
NCT06,OUT027,4046.25
FDX26,OUT049,3002.875
FDK32,OUT013,2522.5
DRA12,OUT046,2283.5
FDO46,OUT010,1137.375
FDE52,OUT013,1502.0
NCH42,OUT045,3540.375
FDV08,OUT035,888.0
FDB47,OUT018,3056.5
FDC28,OUT010,-110.625
FDD22,OUT046,1816.5
FDS07,OUT027,3308.0
DRI13,OUT045,3359.125
FDG32,OUT018,3223.5
FDU14,OUT017,4066.625
FDD28,OUT019,-894.625
NCP41,OUT017,1839.375
FDS08,OUT049,2874.875
FDX47,OUT045,2483.625
FDC53,OUT019,-266.125
FDQ19,OUT035,4013.5
FDL14,OUT045,2443.625
FDM33,OUT019,1600.375
FDA51,OUT045,1774.125
FDZ27,OUT018,563.0
FDT04,OUT046,703.5
DRC13,OUT049,2143.875
FDR16,OUT027,4889.5
FDQ03,OUT027,5232.0
FDE38,OUT035,2813.0
DRH23,OUT027,2354.0
FDT11,OUT019,1127.375
FDD09,OUT035,3012.5
FDR40,OUT045,1323.625
FDX07,OUT017,3092.625
FDR07,OUT035,1701.0
FDA51,OUT017,1961.125
FDT59,OUT019,1761.875
FDF20,OUT017,3196.125
FDR13,OUT045,1821.125
FDY26,OUT049,3475.875
FDW04,OUT017,2239.125
FDK52,OUT017,3694.625
FDN60,OUT049,2591.375
FDM09,OUT019,842.375
FDP46,OUT049,1536.375
FDB50,OUT019,-648.625
NCQ29,OUT049,4143.875
FDP16,OUT027,5330.0
FDX33,OUT018,2324.5
FDP07,OUT010,1142.375
FDN22,OUT046,4005.0
FDF39,OUT049,4284.875
FDS21,OUT017,1152.125
NCM42,OUT013,1732.5
FDK50,OUT019,727.375
DRF13,OUT027,3789.5
FDH35,OUT018,2340.5
FDP60,OUT018,1361.0
DRJ49,OUT027,3541.0
NCT42,OUT019,448.875
FDE38,OUT049,2766.875
FDI04,OUT049,3281.875
NCH54,OUT045,2405.875
FDT56,OUT049,1098.375
DRD15,OUT018,3375.0
FDV58,OUT013,3095.5
FDP21,OUT049,3112.875
FDH05,OUT013,3745.5
FDR10,OUT027,4033.0
NCP06,OUT045,2287.375
FDF33,OUT049,1828.375
DRK37,OUT013,3010.5
DRH49,OUT045,1293.625
FDT58,OUT013,2687.5
FDD41,OUT018,1447.5
FDP40,OUT018,1547.5
FDM51,OUT027,3148.0
FDO45,OUT010,-464.625
FDW33,OUT010,-218.125
FDY24,OUT045,863.625
FDB10,OUT010,1846.875
FDM40,OUT035,2390.0
NCI06,OUT017,2941.375
FDW12,OUT019,448.375
FDX48,OUT027,3961.5
NCW05,OUT027,3124.25
FDX27,OUT017,1678.125
DRM37,OUT045,3047.625
FDA38,OUT045,3749.625
FDR36,OUT046,708.0
FDZ45,OUT046,3149.5
FDG05,OUT017,2677.625
FDK28,OUT013,4109.0
FDV47,OUT045,1330.625
FDN21,OUT045,2488.625
FDP20,OUT027,3495.5
FDI35,OUT045,2825.125
DRY23,OUT013,774.5
FDA56,OUT017,2080.625
FDB09,OUT013,2000.0
NCO26,OUT027,3299.25
FDQ49,OUT018,2268.0
FDI52,OUT027,3407.0
FDZ44,OUT027,3336.5
FDZ09,OUT018,2329.0
FDY03,OUT049,1950.875
NCG42,OUT017,2162.875
DRI13,OUT027,4896.0
FDQ32,OUT013,2088.0
FDW16,OUT035,1659.0
FDU27,OUT046,813.5
FDR28,OUT010,729.375
FDQ49,OUT010,655.375
FDS37,OUT046,1869.5
FDW26,OUT018,3240.5
FDX12,OUT018,3602.5
NCP06,OUT013,2407.5
FDW45,OUT010,407.375
NCN30,OUT049,1605.875
FDN24,OUT049,968.375
NCL41,OUT027,1992.25
FDR02,OUT019,-130.625
FDD09,OUT010,982.375
FDS33,OUT010,-514.125
FDU22,OUT045,1848.625
FDI53,OUT013,2649.5
DRH01,OUT049,2861.875
FDX32,OUT013,2353.5
NCP30,OUT018,382.5
FDB60,OUT045,3038.625
FDB14,OUT049,1649.875
NCP02,OUT035,1072.25
FDJ10,OUT017,2366.625
FDG34,OUT046,1829.5
NCB18,OUT017,1496.375
FDM16,OUT049,1364.875
FDW25,OUT018,1095.5
FDB35,OUT010,-405.625
DRN11,OUT013,2279.0
FDF41,OUT019,1984.375
FDH16,OUT045,1361.625
NCQ50,OUT018,3080.0
DRH23,OUT018,629.5
DRJ37,OUT013,2437.0
DRJ24,OUT027,4348.0
FDY16,OUT035,3107.0
FDQ27,OUT045,1678.625
FDZ33,OUT045,2296.125
FDF29,OUT045,2083.625
FDA08,OUT049,2746.875
FDG31,OUT046,1080.0
FDE34,OUT019,963.375
NCR30,OUT027,2625.25
FDV33,OUT035,4272.0
DRZ24,OUT018,1637.0
NCL54,OUT035,2894.25
FDR12,OUT049,2890.875
NCC54,OUT046,3777.0
DRN59,OUT013,789.5
FDX50,OUT019,-139.125
FDV31,OUT027,4281.5
NCA29,OUT027,4176.25
FDW60,OUT049,2964.875
FDX08,OUT017,3001.625
DRD49,OUT013,3728.0
FDD33,OUT046,3661.0
FDW35,OUT013,755.5
FDJ36,OUT017,1788.125
FDV51,OUT035,2795.0
FDW36,OUT046,1712.5
FDH35,OUT046,2635.0
NCS30,OUT027,3516.25
FDN49,OUT017,782.625
FDL08,OUT018,3627.5
FDI09,OUT013,3866.5
FDP19,OUT018,1788.0
FDU21,OUT010,-1316.125
NCP41,OUT045,1638.875
FDY10,OUT013,1841.5
FDP12,OUT018,398.5
NCN26,OUT049,1956.375
FDK44,OUT013,2795.0
FDC28,OUT049,1870.875
FDJ41,OUT027,5608.0
NCT29,OUT035,2089.75
NCH42,OUT019,1683.375
FDU60,OUT018,2433.5
FDS02,OUT045,3034.125
FDC51,OUT046,2033.5
FDU03,OUT013,2973.0
FDX39,OUT045,3328.125
NCY05,OUT010,-1318.625
NCL06,OUT027,5519.25
FDD32,OUT035,1497.5
NCN41,OUT045,1865.375
NCX53,OUT049,2345.375
FDU57,OUT019,513.875
FDQ23,OUT046,1682.0
FDQ52,OUT045,3848.625
FDC14,OUT045,662.125
FDY09,OUT035,2961.0
FDQ28,OUT045,2467.625
FDV25,OUT046,3505.5
FDJ07,OUT035,2026.5
DRB25,OUT049,1780.875
FDK52,OUT019,1673.875
FDY52,OUT027,2512.5
FDB28,OUT046,3126.0
FDT36,OUT035,766.0
FDV25,OUT017,3626.125
NCN07,OUT027,3509.25
FDC57,OUT017,3206.625
FDQ03,OUT018,3514.0
FDU23,OUT017,2776.125
NCX41,OUT035,3494.75
NCD06,OUT035,887.25
FDW08,OUT045,1644.125
NCU29,OUT017,2389.875
NCE06,OUT013,2551.0
FDV52,OUT010,-2.125
FDB02,OUT017,2963.125
NCR18,OUT045,639.875
FDK16,OUT049,1617.375
NCQ29,OUT010,2121.375
FDZ01,OUT019,-176.625
FDW27,OUT035,2673.0
FDD17,OUT018,3491.5
FDW39,OUT013,2911.5
DRH59,OUT045,1107.625
FDS52,OUT013,1678.5
FDU40,OUT027,4546.5
NCF54,OUT013,2758.0
FDH46,OUT045,1635.625
NCP14,OUT049,1725.875
FDH50,OUT049,3066.875
DRF15,OUT010,523.875
FDV27,OUT027,2910.5
NCJ06,OUT049,1996.375
FDN02,OUT018,2975.0
FDQ51,OUT049,941.875
FDQ07,OUT017,3661.125
FDS45,OUT049,1837.875
NCJ06,OUT045,1844.875
FDD36,OUT035,2032.5
FDY25,OUT045,2850.625
FDU52,OUT046,2473.0
DRK47,OUT017,3672.125
NCL30,OUT017,2135.375
FDN22,OUT035,4160.0
NCF30,OUT027,3422.25
FDK03,OUT035,4226.5
FDT45,OUT017,1025.125
NCC54,OUT027,5193.25
FDP08,OUT018,2851.5
FDU44,OUT046,2639.0
DRG39,OUT035,1012.0
FDU32,OUT049,2075.875
FDY27,OUT049,2945.375
NCP54,OUT013,1983.0
NCZ41,OUT049,2107.875
DRL49,OUT013,2298.0
FDI05,OUT018,998.5
FDY56,OUT045,3550.625
DRC13,OUT013,2079.0
NCV29,OUT017,2933.375
FDR24,OUT049,1581.875
FDZ34,OUT018,2771.5
FDP37,OUT035,2144.5
FDX08,OUT027,4327.0
FDS57,OUT045,2185.625
NCG18,OUT049,1729.375
FDK25,OUT018,2431.0
FDH53,OUT049,1485.875
DRI59,OUT018,3253.0
FDA52,OUT046,2843.0
FDT20,OUT010,-1257.125
FDE36,OUT019,741.875
FDI24,OUT017,2872.625
FDB28,OUT018,2874.0
FDV11,OUT017,2958.125
FDP01,OUT046,2497.0
FDD34,OUT027,4039.0
FDJ50,OUT027,2327.0
FDZ44,OUT013,1933.0
DRO59,OUT035,1361.5
DRB48,OUT045,638.625
FDR21,OUT018,2504.0
NCE42,OUT010,1794.875
FDO23,OUT046,1497.0
NCE30,OUT018,3054.5
FDQ22,OUT035,798.5
FDY01,OUT045,1806.125
FDS08,OUT017,2922.125
FDG28,OUT018,3680.5
FDQ51,OUT018,603.0
FDB05,OUT017,4034.625
FDO56,OUT049,2011.875
FDE02,OUT018,1202.5
FDN45,OUT017,3618.125
FDS09,OUT013,888.0
NCA54,OUT018,2579.5
FDP09,OUT010,1453.375
FDC53,OUT045,1536.125
NCM55,OUT017,3030.375
FDL09,OUT018,2436.0
FDA11,OUT019,-387.125
FDA50,OUT045,1448.125
FDC23,OUT017,2958.625
FDE22,OUT049,2629.875
FDD23,OUT046,3015.0
NCA29,OUT049,2821.875
FDK38,OUT046,2353.5
DRC13,OUT046,1996.0
NCP43,OUT049,2918.875
FDX28,OUT049,1717.875
FDF08,OUT049,1597.875
FDZ33,OUT046,2378.0
FDD10,OUT049,2988.875
FDO58,OUT017,2690.625
FDI50,OUT017,3797.125
FDO58,OUT045,2570.625
FDX08,OUT013,2908.5
NCK17,OUT010,-1233.625
FDF39,OUT035,4338.0
FDU45,OUT010,-71.125
NCJ18,OUT018,1553.5
DRC27,OUT019,1964.375
DRC25,OUT035,1512.0
FDU59,OUT035,2696.0
FDU28,OUT035,3190.0
NCP30,OUT046,675.0
FDB39,OUT018,644.0
FDE41,OUT013,1490.0
DRH11,OUT010,-1015.125
FDA58,OUT045,3666.625
FDU50,OUT046,1906.0
FDM34,OUT013,2105.5
FDM44,OUT027,3097.0
FDR39,OUT045,2847.625
FDM25,OUT045,2766.625
FDQ49,OUT049,2639.875
DRH25,OUT018,596.0
FDM09,OUT027,4201.5
FDL44,OUT019,683.875
NCR42,OUT018,262.5
DRL59,OUT046,866.0
FDX43,OUT013,2719.5
DRK47,OUT010,1645.875
FDU48,OUT018,1828.0
FDY12,OUT045,801.625
NCN43,OUT018,1673.5
NCM55,OUT018,2614.5
FDQ21,OUT027,3439.0
FDX13,OUT035,4110.0
NCK30,OUT027,5419.25
FDG20,OUT049,2912.375
DRG27,OUT017,760.125
FDY14,OUT018,3887.5
FDP59,OUT035,1839.0
FDU60,OUT017,2839.125
NCC18,OUT019,763.875
DRJ39,OUT017,3540.125
FDS07,OUT049,1926.875
FDM08,OUT027,5023.0
FDP51,OUT045,1898.125
FDU16,OUT035,1535.5
FDH12,OUT013,1735.0
DRE48,OUT010,1198.375
NCL42,OUT027,5288.25
FDR21,OUT045,2745.625
NCW29,OUT035,2217.25
FDO11,OUT013,4032.5
NCM31,OUT049,2325.375
FDV35,OUT019,547.375
FDF58,OUT017,1137.125
NCE43,OUT049,2742.375
FDA02,OUT035,2484.5
DRL37,OUT010,-1171.125
FDR24,OUT018,1244.0
FDW59,OUT049,1458.875
FDS22,OUT049,909.875
FDW24,OUT017,933.625
FDU24,OUT035,1716.0
FDA21,OUT027,4431.0
FDH58,OUT027,3351.0
FDW36,OUT018,1397.5
FDI45,OUT027,4205.5
FDU01,OUT018,2732.5
FDF35,OUT027,3190.5
FDU43,OUT019,1909.375
FDE24,OUT019,381.875
FDK50,OUT049,2705.875
FDG31,OUT045,976.625
FDC60,OUT045,1418.625
FDL36,OUT013,1484.5
FDP21,OUT013,3084.5
FDW16,OUT045,1440.625
FDX02,OUT017,3661.625
FDQ58,OUT027,3943.0
FDT51,OUT046,1829.5
FDD59,OUT049,1442.375
NCM42,OUT018,1456.5
FDA57,OUT018,419.5
FDZ48,OUT035,1944.0
FDE46,OUT045,2369.125
NCZ30,OUT019,24.875
FDB56,OUT017,3144.125
FDA25,OUT027,3182.5
FDD20,OUT013,2050.5
FDL25,OUT013,1558.5
NCO18,OUT049,2883.875
FDJ45,OUT017,697.125
FDR12,OUT035,2896.5
NCF19,OUT010,-1152.125
FDK25,OUT046,2667.5
NCR17,OUT046,1813.5
FDC52,OUT046,2481.5
NCA54,OUT017,2955.375
FDR45,OUT010,1889.875
NCM19,OUT049,1905.875
FDF39,OUT027,5668.0
FDX23,OUT049,1663.875
FDD58,OUT027,3054.5
FDX28,OUT013,1664.5
NCD31,OUT013,2597.0
FDU57,OUT018,2160.0
FDI27,OUT046,819.5
NCM42,OUT046,1715.0
FDD32,OUT027,2821.5
FDI34,OUT013,3687.0
NCM29,OUT049,2155.375
